observed_date,licensee,service,assignment_count
2026-08-12,ONE NEW ZEALAND GROUP LIMITED,Spectrum Licence,11132
2026-08-12,SPARK NEW ZEALAND TRADING LIMITED,Spectrum Licence,9287
2026-08-12,TWO DEGREES NETWORKS LIMITED,Spectrum Licence,7826
2026-08-12,CHORUS NEW ZEALAND LIMITED,Fixed Link,3107
2026-08-12,VITAL LIMITED,Land Mobile,2099
2026-08-12,EONFIBRE LIMITED,Fixed Link,2052
2026-08-12,KIWIRAIL,Land Mobile,1641
2026-08-12,KORDIA LIMITED,Fixed Link,1386
2026-08-12,RURAL CONNECTIVITY GROUP LIMITED,Spectrum Licence,1252
2026-08-12,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",Broadcasting,1081
2026-08-12,TWO DEGREES NETWORKS LIMITED,Fixed Link,968
2026-08-12,SPARK NEW ZEALAND TRADING LIMITED,Fixed Link,792
2026-08-12,VITAL LIMITED,Fixed Link,726
2026-08-12,SPACE OPERATIONS NEW ZEALAND LIMITED,Satellite & Space,681
2026-08-12,ASHLEY COMMUNICATIONS LIMITED,Land Mobile,613
2026-08-12,ENTAIN NEW ZEALAND LIMITED,Land Mobile,583
2026-08-12,EVERY PERSON,General User Licence,576
2026-08-12,ISO LIMITED,Land Mobile,555
2026-08-12,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,Land Mobile,549
2026-08-12,KIWIRAIL LTD,Land Mobile,548
2026-08-12,POWERCO LIMITED,Land Mobile,511
2026-08-12,CSE NEW ZEALAND LIMITED,Land Mobile,441
2026-08-12,TAIT SYSTEMS NZ LIMITED,Fixed Link,433
2026-08-12,LIGHTWIRE LIMITED,Fixed Link,430
2026-08-12,T L PARKER LIMITED,Land Mobile,409
2026-08-12,DEPARTMENT OF CONSERVATION,Land Mobile,408
2026-08-12,NZ DEFENCE FORCE HEADQUARTERS,Fixed Link,397
2026-08-12,Downer New Zealand Limited,Land Mobile,349
2026-08-12,SPARK NEW ZEALAND TRADING LIMITED,Paging,347
2026-08-12,National Emergency Management Agency,Land Mobile,344
2026-08-12,POWERCO LIMITED,Fixed Link,331
2026-08-12,MOBICOMM LIMITED,Land Mobile,311
2026-08-12,NZME RADIO LIMITED,Fixed Link,310
2026-08-12,KIWIRAIL,Fixed Link,309
2026-08-12,ORION NEW ZEALAND LTD,Fixed Link,304
2026-08-12,INMARSAT NEW ZEALAND LIMITED,Satellite & Space,302
2026-08-12,MEDIAWORKS RADIO LIMITED,Broadcasting,283
2026-08-12,St John,Land Mobile,262
2026-08-12,DEPARTMENT OF CORRECTIONS,Land Mobile,255
2026-08-12,Fire and Emergency New Zealand,Paging,252
2026-08-12,MOUNT CAMPBELL CONNECT LIMITED,Land Mobile,240
2026-08-12,NZME RADIO LIMITED,Broadcasting,236
2026-08-12,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Aeronautical,233
2026-08-12,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Radiodetermination,223
2026-08-12,WIRELESS RENTALS LIMITED,Land Mobile,221
2026-08-12,RADIO NEW ZEALAND LIMITED,Broadcasting,202
2026-08-12,WATERCARE SERVICES LTD,Land Mobile,202
2026-08-12,MEDIAWORKS RADIO LIMITED,Fixed Link,198
2026-08-12,MARITIME NEW ZEALAND,Maritime,197
2026-08-12,Fire and Emergency New Zealand,Land Mobile,195
2026-08-12,"KT1 Co Limited, KT2 Co Limited, NZSF Timber Investments (No 4) Limited",Land Mobile,182
2026-08-12,"STARLINK NEW ZEALAND, UNLIMITED LIABILITY COMPANY",Satellite & Space,180
2026-08-12,TAIT INTERNATIONAL LIMITED,Land Mobile,179
2026-08-12,COLVINS LIMITED,Land Mobile,164
2026-08-12,CANTERBURY COMMUNICATIONS LIMITED,Land Mobile,162
2026-08-12,GISBORNE.NET.N.Z. LIMITED,Fixed Link,162
2026-08-12,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Fixed Link,161
2026-08-12,NZ DEFENCE FORCE HEADQUARTERS,Aeronautical,160
2026-08-12,MARLBOROUGH LINES LIMITED,Land Mobile,157
2026-08-12,SIGNALS NZ 2025 LIMITED,Land Mobile,155
2026-08-12,INSPIRE NET LIMITED,Land Mobile,154
2026-08-12,Spotlight NZ,Land Mobile,154
2026-08-12,WATERCARE SERVICES LTD,Fixed Link,152
2026-08-12,SUMMIT RADIO SOLUTIONS LIMITED,Land Mobile,150
2026-08-12,NELSPECS LIMITED,Land Mobile,149
2026-08-12,ROYAL NEW ZEALAND COASTGUARD INCORPORATED,Maritime,148
2026-08-12,AMAZON KUIPER NEW ZEALAND LIMITED,Satellite & Space,141
2026-08-12,LIGHTWIRE LIMITED,Spectrum Licence,137
2026-08-12,DOVE COMMUNICATIONS (2023) LIMITED,Land Mobile,134
2026-08-12,ENHANCED SOLUTIONS LIMITED,Fixed Link,133
2026-08-12,SURF LIFE SAVING NEW ZEALAND INCORPORATED,Land Mobile,133
2026-08-12,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,Amateur,132
2026-08-12,WEL NETWORKS LIMITED,Fixed Link,129
2026-08-12,INSPIRE NET LIMITED,Fixed Link,126
2026-08-12,RADIO SYSTEMS LIMITED,Land Mobile,125
2026-08-12,Unifone New Zealand Limited,Fixed Link,122
2026-08-12,TŪ ĀTEA NETWORK SERVICES LIMITED,Paging,120
2026-08-12,AMURI NET LIMITED,Spectrum Licence,117
2026-08-12,TELETRONICS LIMITED,Land Mobile,117
2026-08-12,NZ DEFENCE FORCE HEADQUARTERS,Land Mobile,115
2026-08-12,COGENT LIMITED,Land Mobile,113
2026-08-12,DEPARTMENT OF CONSERVATION,Fixed Link,106
2026-08-12,PRIMOWIRELESS LIMITED,Fixed Link,106
2026-08-12,CHATR COMMUNICATIONS LIMITED,Land Mobile,104
2026-08-12,MARLBOROUGH DISTRICT COUNCIL,Fixed Link,100
2026-08-12,RHEMA MEDIA INCORPORATED,Broadcasting,99
2026-08-12,NZ RED CROSS INC SOCIETY (NATIONAL OFFICE),Land Mobile,98
2026-08-12,TOP ENERGY,Land Mobile,98
2026-08-12,LIGHTWIRE LIMITED,Land Mobile,96
2026-08-12,OCEANA GOLD (NEW ZEALAND) LIMITED,Land Mobile,96
2026-08-12,Downer New Zealand Limited,Fixed Link,95
2026-08-12,St John,Paging,94
2026-08-12,ALCOM COMMUNICATION SERVICES LIMITED,Land Mobile,92
2026-08-12,CITY COMMS LIMITED,Land Mobile,92
2026-08-12,CHRISTCHURCH CITY COUNCIL,Land Mobile,91
2026-08-12,WEL NETWORKS LIMITED,Land Mobile,91
2026-08-12,FONTERRA CO-OPERATIVE GROUP LIMITED,Land Mobile,89
2026-08-12,AIR NEW ZEALAND LIMITED,Land Mobile,88
2026-08-12,AMURI NET LIMITED,Fixed Link,88
2026-08-12,NZ DEFENCE FORCE HEADQUARTERS,Maritime,86
2026-08-12,POWERNET LIMITED,Fixed Link,86
2026-08-12,TAUMATA PLANTATIONS LIMITED,Land Mobile,84
2026-08-12,COMMUNICATE LIMITED,Land Mobile,83
2026-08-12,ULTIMATE MOBILE LIMITED,Spectrum Licence,83
2026-08-12,MAINPOWER NEW ZEALAND LTD,Land Mobile,79
2026-08-12,ULTIMATE MOBILE LIMITED,Fixed Link,78
2026-08-12,WIZWIRELESS LIMITED,Fixed Link,76
2026-08-12,MANAWATU-WANGANUI REGIONAL COUNCIL,Land Mobile,74
2026-08-12,Fire and Emergency New Zealand,Fixed Link,73
2026-08-12,PORT OF TAURANGA LIMITED,Land Mobile,70
2026-08-12,ORION NEW ZEALAND LTD,Land Mobile,67
2026-08-12,OMV NEW ZEALAND LIMITED,Land Mobile,66
2026-08-12,MARLBOROUGH LINES LIMITED,Fixed Link,63
2026-08-12,VECTOR LIMITED,Land Mobile,63
2026-08-12,AURORA ENERGY LIMITED,Fixed Link,62
2026-08-12,NORTHPOWER LIMITED,Land Mobile,62
2026-08-12,COUNTIES ENERGY LIMITED,Land Mobile,61
2026-08-12,MINISTRY OF JUSTICE - COURT SECURITY,Paging,60
2026-08-12,AURORA ENERGY LIMITED,Land Mobile,59
2026-08-12,GENESIS ENERGY LIMITED,Fixed Link,59
2026-08-12,SKY NETWORK TELEVISION LIMITED,Satellite & Space,59
2026-08-12,MERIDIAN ENERGY LIMITED,Land Mobile,58
2026-08-12,WELLINGTON WATER LIMITED,Fixed Link,58
2026-08-12,FIRSTLIGHT NETWORK LIMITED,Land Mobile,54
2026-08-12,HAMILTON CITY COUNCIL,Land Mobile,51
2026-08-12,MOUNT CAMPBELL CONNECT LIMITED,Fixed Link,51
2026-08-12,NZ DEFENCE FORCE HEADQUARTERS,Radiodetermination,50
2026-08-12,THE LINES CO LTD,Land Mobile,50
2026-08-12,WELLINGTON WATER LIMITED,Land Mobile,49
2026-08-12,NZME RADIO LIMITED,Land Mobile,48
2026-08-12,TOP ENERGY,Fixed Link,48
2026-08-12,Unifone New Zealand Limited,Spectrum Licence,46
2026-08-12,ASHLEY COMMUNICATIONS LIMITED,Fixed Link,45
2026-08-12,ALPINE ENERGY LTD,Land Mobile,44
2026-08-12,FIRSTLIGHT NETWORK LIMITED,Fixed Link,44
2026-08-12,ALPINE ENERGY LTD,Fixed Link,42
2026-08-12,AIR NEW ZEALAND LIMITED,Aeronautical,40
2026-08-12,KORDIA LIMITED,Broadcasting,40
2026-08-12,NORTHPOWER LIMITED,Fixed Link,40
2026-08-12,ENHANCED SOLUTIONS LIMITED,Spectrum Licence,38
2026-08-12,THE LINES CO LTD,Fixed Link,38
2026-08-12,VECTOR LIMITED,Fixed Link,37
2026-08-12,SURF LIFE SAVING NEW ZEALAND INCORPORATED,Fixed Link,36
2026-08-12,TELEVISION NEW ZEALAND LIMITED,Satellite & Space,36
2026-08-12,GENESIS ENERGY LIMITED,Land Mobile,34
2026-08-12,MAINPOWER NEW ZEALAND LTD,Fixed Link,34
2026-08-12,ENTAIN NEW ZEALAND LIMITED,Outside Broadcast,33
2026-08-12,MINISTRY OF JUSTICE - COURT SECURITY,Land Mobile,32
2026-08-12,POWERNET LIMITED,Land Mobile,32
2026-08-12,COUNTIES ENERGY LIMITED,Fixed Link,31
2026-08-12,MARITIME NEW ZEALAND,Fixed Link,30
2026-08-12,SKY NETWORK TELEVISION LIMITED,Broadcasting,30
2026-08-12,TELEVISION NEW ZEALAND LIMITED,Broadcasting,30
2026-08-12,MERIDIAN ENERGY LIMITED,Fixed Link,29
2026-08-12,ROYAL NEW ZEALAND COASTGUARD INCORPORATED,Fixed Link,29
2026-08-12,TELEVISION NEW ZEALAND LIMITED,Outside Broadcast,27
2026-08-12,COLVINS LIMITED,Fixed Link,26
2026-08-12,ENTAIN NEW ZEALAND LIMITED,Broadcasting,26
2026-08-12,HAMILTON CITY COUNCIL,Fixed Link,26
2026-08-12,INSPIRE NET LIMITED,Spectrum Licence,26
2026-08-12,GENESIS ENERGY LIMITED,Telemetry & Telecommand,23
2026-08-12,MARLBOROUGH DISTRICT COUNCIL,Land Mobile,23
2026-08-12,WIZWIRELESS LIMITED,Spectrum Licence,22
2026-08-12,ENTAIN NEW ZEALAND LIMITED,Fixed Link,21
2026-08-12,KORDIA LIMITED,Land Mobile,20
2026-08-12,OMV NEW ZEALAND LIMITED,Fixed Link,18
2026-08-12,MANAWATU-WANGANUI REGIONAL COUNCIL,Fixed Link,16
2026-08-12,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,Outside Broadcast,16
2026-08-12,TAUMATA PLANTATIONS LIMITED,Fixed Link,16
2026-08-12,WATERCARE SERVICES LTD,Telemetry & Telecommand,15
2026-08-12,ALCOM COMMUNICATION SERVICES LIMITED,Fixed Link,14
2026-08-12,CHRISTCHURCH CITY COUNCIL,Fixed Link,14
2026-08-12,COMMUNICATE LIMITED,Fixed Link,14
2026-08-12,GISBORNE.NET.N.Z. LIMITED,Spectrum Licence,14
2026-08-12,KORDIA LIMITED,Outside Broadcast,14
2026-08-12,AMURI NET LIMITED,Land Mobile,12
2026-08-12,CHRISTCHURCH CITY COUNCIL,Spectrum Licence,12
2026-08-12,PRIMOWIRELESS LIMITED,Spectrum Licence,12
2026-08-12,HAMILTON CITY COUNCIL,Telemetry & Telecommand,10
2026-08-12,MARLBOROUGH DISTRICT COUNCIL,Maritime,10
2026-08-12,KORDIA LIMITED,Maritime,9
2026-08-12,OCEANA GOLD (NEW ZEALAND) LIMITED,Fixed Link,9
2026-08-12,SPARK NEW ZEALAND TRADING LIMITED,Land Mobile,9
2026-08-12,"KT1 Co Limited, KT2 Co Limited, NZSF Timber Investments (No 4) Limited",Fixed Link,8
2026-08-12,OMV NEW ZEALAND LIMITED,Radiodetermination,8
2026-08-12,RHEMA MEDIA INCORPORATED,Fixed Link,8
2026-08-12,SPARK NEW ZEALAND TRADING LIMITED,Satellite & Space,8
2026-08-12,TAIT INTERNATIONAL LIMITED,Fixed Link,8
2026-08-12,TELEVISION NEW ZEALAND LIMITED,Fixed Link,8
2026-08-12,NELSPECS LIMITED,Fixed Link,7
2026-08-12,OMV NEW ZEALAND LIMITED,Aeronautical,7
2026-08-12,PORT OF TAURANGA LIMITED,Fixed Link,7
2026-08-12,PORT OF TAURANGA LIMITED,Maritime,7
2026-08-12,RADIO NEW ZEALAND LIMITED,Fixed Link,7
2026-08-12,VITAL LIMITED,Maritime,7
2026-08-12,CANTERBURY COMMUNICATIONS LIMITED,Fixed Link,6
2026-08-12,FONTERRA CO-OPERATIVE GROUP LIMITED,Fixed Link,6
2026-08-12,KORDIA LIMITED,Satellite & Space,6
2026-08-12,MEDIAWORKS RADIO LIMITED,Satellite & Space,6
2026-08-12,TELETRONICS LIMITED,Fixed Link,6
2026-08-12,MARITIME NEW ZEALAND,Aeronautical,5
2026-08-12,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Satellite & Space,4
2026-08-12,CSE NEW ZEALAND LIMITED,Fixed Link,4
2026-08-12,FONTERRA CO-OPERATIVE GROUP LIMITED,Telemetry & Telecommand,4
2026-08-12,NZ DEFENCE FORCE HEADQUARTERS,Paging,4
2026-08-12,NZ DEFENCE FORCE HEADQUARTERS,Telemetry & Telecommand,4
2026-08-12,PORT OF TAURANGA LIMITED,Telemetry & Telecommand,4
2026-08-12,POWERCO LIMITED,Telemetry & Telecommand,4
2026-08-12,ROYAL NEW ZEALAND COASTGUARD INCORPORATED,Land Mobile,4
2026-08-12,SPACE OPERATIONS NEW ZEALAND LIMITED,Fixed Link,4
2026-08-12,TŪ ĀTEA NETWORK SERVICES LIMITED,Land Mobile,4
2026-08-12,CSE NEW ZEALAND LIMITED,Telemetry & Telecommand,3
2026-08-12,MARLBOROUGH DISTRICT COUNCIL,Meteorological,3
2026-08-12,MEDIAWORKS RADIO LIMITED,Land Mobile,3
2026-08-12,RADIO NEW ZEALAND LIMITED,Land Mobile,3
2026-08-12,VITAL LIMITED,Aeronautical,3
2026-08-12,AIR NEW ZEALAND LIMITED,Fixed Link,2
2026-08-12,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Land Mobile,2
2026-08-12,Downer New Zealand Limited,Paging,2
2026-08-12,ENHANCED SOLUTIONS LIMITED,Land Mobile,2
2026-08-12,KIWIRAIL LTD,Telemetry & Telecommand,2
2026-08-12,MANAWATU-WANGANUI REGIONAL COUNCIL,Telemetry & Telecommand,2
2026-08-12,MERIDIAN ENERGY LIMITED,Telemetry & Telecommand,2
2026-08-12,MOUNT CAMPBELL CONNECT LIMITED,Maritime,2
2026-08-12,NELSPECS LIMITED,Maritime,2
2026-08-12,National Emergency Management Agency,Fixed Link,2
2026-08-12,RHEMA MEDIA INCORPORATED,Satellite & Space,2
2026-08-12,RURAL CONNECTIVITY GROUP LIMITED,Satellite & Space,2
2026-08-12,SIGNALS NZ 2025 LIMITED,Fixed Link,2
2026-08-12,TELEVISION NEW ZEALAND LIMITED,Land Mobile,2
2026-08-12,TWO DEGREES NETWORKS LIMITED,Satellite & Space,2
2026-08-12,WELLINGTON WATER LIMITED,Telemetry & Telecommand,2
2026-08-12,WIZWIRELESS LIMITED,Land Mobile,2
2026-08-12,AIR NEW ZEALAND LIMITED,Paging,1
2026-08-12,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Paging,1
2026-08-12,ASHLEY COMMUNICATIONS LIMITED,Aeronautical,1
2026-08-12,CSE NEW ZEALAND LIMITED,Aeronautical,1
2026-08-12,CSE NEW ZEALAND LIMITED,Paging,1
2026-08-12,DEPARTMENT OF CONSERVATION,Telemetry & Telecommand,1
2026-08-12,Downer New Zealand Limited,Maritime,1
2026-08-12,Downer New Zealand Limited,Meteorological,1
2026-08-12,ENTAIN NEW ZEALAND LIMITED,Telemetry & Telecommand,1
2026-08-12,FONTERRA CO-OPERATIVE GROUP LIMITED,Paging,1
2026-08-12,Fire and Emergency New Zealand,Telemetry & Telecommand,1
2026-08-12,GENESIS ENERGY LIMITED,Paging,1
2026-08-12,KORDIA LIMITED,Telemetry & Telecommand,1
2026-08-12,MARLBOROUGH DISTRICT COUNCIL,Paging,1
2026-08-12,OCEANA GOLD (NEW ZEALAND) LIMITED,Paging,1
2026-08-12,PORT OF TAURANGA LIMITED,Radiodetermination,1
2026-08-12,SIGNALS NZ 2025 LIMITED,Maritime,1
2026-08-17,ONE NEW ZEALAND GROUP LIMITED,Spectrum Licence,11183
2026-08-17,SPARK NEW ZEALAND TRADING LIMITED,Spectrum Licence,9355
2026-08-17,TWO DEGREES NETWORKS LIMITED,Spectrum Licence,7836
2026-08-17,CHORUS NEW ZEALAND LIMITED,Fixed Link,3107
2026-08-17,VITAL LIMITED,Land Mobile,2099
2026-08-17,EONFIBRE LIMITED,Fixed Link,2052
2026-08-17,KIWIRAIL,Land Mobile,1641
2026-08-17,KORDIA LIMITED,Fixed Link,1386
2026-08-17,RURAL CONNECTIVITY GROUP LIMITED,Spectrum Licence,1252
2026-08-17,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",Broadcasting,1079
2026-08-17,TWO DEGREES NETWORKS LIMITED,Fixed Link,968
2026-08-17,SPARK NEW ZEALAND TRADING LIMITED,Fixed Link,792
2026-08-17,VITAL LIMITED,Fixed Link,726
2026-08-17,SPACE OPERATIONS NEW ZEALAND LIMITED,Satellite & Space,681
2026-08-17,ASHLEY COMMUNICATIONS LIMITED,Land Mobile,613
2026-08-17,ENTAIN NEW ZEALAND LIMITED,Land Mobile,583
2026-08-17,EVERY PERSON,General User Licence,576
2026-08-17,POWERCO LIMITED,Land Mobile,565
2026-08-17,ISO LIMITED,Land Mobile,555
2026-08-17,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,Land Mobile,549
2026-08-17,KIWIRAIL LTD,Land Mobile,548
2026-08-17,CSE NEW ZEALAND LIMITED,Land Mobile,441
2026-08-17,TAIT SYSTEMS NZ LIMITED,Fixed Link,433
2026-08-17,LIGHTWIRE LIMITED,Fixed Link,420
2026-08-17,T L PARKER LIMITED,Land Mobile,409
2026-08-17,DEPARTMENT OF CONSERVATION,Land Mobile,408
2026-08-17,NZ DEFENCE FORCE HEADQUARTERS,Fixed Link,397
2026-08-17,POWERCO LIMITED,Fixed Link,375
2026-08-17,Downer New Zealand Limited,Land Mobile,349
2026-08-17,SPARK NEW ZEALAND TRADING LIMITED,Paging,347
2026-08-17,National Emergency Management Agency,Land Mobile,344
2026-08-17,KIWIRAIL,Fixed Link,311
2026-08-17,MOBICOMM LIMITED,Land Mobile,311
2026-08-17,NZME RADIO LIMITED,Fixed Link,310
2026-08-17,ORION NEW ZEALAND LTD,Fixed Link,304
2026-08-17,INMARSAT NEW ZEALAND LIMITED,Satellite & Space,302
2026-08-17,MEDIAWORKS RADIO LIMITED,Broadcasting,283
2026-08-17,St John,Land Mobile,262
2026-08-17,DEPARTMENT OF CORRECTIONS,Land Mobile,255
2026-08-17,Fire and Emergency New Zealand,Paging,252
2026-08-17,MOUNT CAMPBELL CONNECT LIMITED,Land Mobile,240
2026-08-17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Aeronautical,238
2026-08-17,NZME RADIO LIMITED,Broadcasting,236
2026-08-17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Radiodetermination,223
2026-08-17,WIRELESS RENTALS LIMITED,Land Mobile,221
2026-08-17,RADIO NEW ZEALAND LIMITED,Broadcasting,202
2026-08-17,WATERCARE SERVICES LTD,Land Mobile,202
2026-08-17,MEDIAWORKS RADIO LIMITED,Fixed Link,198
2026-08-17,MARITIME NEW ZEALAND,Maritime,197
2026-08-17,Fire and Emergency New Zealand,Land Mobile,195
2026-08-17,"KT1 Co Limited, KT2 Co Limited, NZSF Timber Investments (No 4) Limited",Land Mobile,182
2026-08-17,"STARLINK NEW ZEALAND, UNLIMITED LIABILITY COMPANY",Satellite & Space,180
2026-08-17,TAIT INTERNATIONAL LIMITED,Land Mobile,179
2026-08-17,COLVINS LIMITED,Land Mobile,164
2026-08-17,CANTERBURY COMMUNICATIONS LIMITED,Land Mobile,162
2026-08-17,GISBORNE.NET.N.Z. LIMITED,Fixed Link,162
2026-08-17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Fixed Link,161
2026-08-17,NZ DEFENCE FORCE HEADQUARTERS,Aeronautical,160
2026-08-17,MARLBOROUGH LINES LIMITED,Land Mobile,157
2026-08-17,INSPIRE NET LIMITED,Land Mobile,154
2026-08-17,Spotlight NZ,Land Mobile,154
2026-08-17,SIGNALS NZ 2025 LIMITED,Land Mobile,153
2026-08-17,WATERCARE SERVICES LTD,Fixed Link,152
2026-08-17,SUMMIT RADIO SOLUTIONS LIMITED,Land Mobile,150
2026-08-17,NELSPECS LIMITED,Land Mobile,149
2026-08-17,ROYAL NEW ZEALAND COASTGUARD INCORPORATED,Maritime,149
2026-08-17,AMAZON KUIPER NEW ZEALAND LIMITED,Satellite & Space,141
2026-08-17,LIGHTWIRE LIMITED,Spectrum Licence,137
2026-08-17,SURF LIFE SAVING NEW ZEALAND INCORPORATED,Land Mobile,137
2026-08-17,DOVE COMMUNICATIONS (2023) LIMITED,Land Mobile,134
2026-08-17,ENHANCED SOLUTIONS LIMITED,Fixed Link,133
2026-08-17,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,Amateur,132
2026-08-17,WEL NETWORKS LIMITED,Fixed Link,129
2026-08-17,INSPIRE NET LIMITED,Fixed Link,126
2026-08-17,RADIO SYSTEMS LIMITED,Land Mobile,125
2026-08-17,Unifone New Zealand Limited,Fixed Link,122
2026-08-17,TŪ ĀTEA NETWORK SERVICES LIMITED,Paging,120
2026-08-17,AMURI NET LIMITED,Spectrum Licence,117
2026-08-17,TELETRONICS LIMITED,Land Mobile,117
2026-08-17,NZ DEFENCE FORCE HEADQUARTERS,Land Mobile,115
2026-08-17,COGENT LIMITED,Land Mobile,113
2026-08-17,DEPARTMENT OF CONSERVATION,Fixed Link,106
2026-08-17,PRIMOWIRELESS LIMITED,Fixed Link,106
2026-08-17,CHATR COMMUNICATIONS LIMITED,Land Mobile,104
2026-08-17,MARLBOROUGH DISTRICT COUNCIL,Fixed Link,100
2026-08-17,RHEMA MEDIA INCORPORATED,Broadcasting,99
2026-08-17,NZ RED CROSS INC SOCIETY (NATIONAL OFFICE),Land Mobile,98
2026-08-17,TOP ENERGY,Land Mobile,98
2026-08-17,LIGHTWIRE LIMITED,Land Mobile,96
2026-08-17,OCEANA GOLD (NEW ZEALAND) LIMITED,Land Mobile,96
2026-08-17,Downer New Zealand Limited,Fixed Link,95
2026-08-17,St John,Paging,94
2026-08-17,ALCOM COMMUNICATION SERVICES LIMITED,Land Mobile,92
2026-08-17,CITY COMMS LIMITED,Land Mobile,92
2026-08-17,CHRISTCHURCH CITY COUNCIL,Land Mobile,91
2026-08-17,WEL NETWORKS LIMITED,Land Mobile,91
2026-08-17,FONTERRA CO-OPERATIVE GROUP LIMITED,Land Mobile,89
2026-08-17,AIR NEW ZEALAND LIMITED,Land Mobile,88
2026-08-17,AMURI NET LIMITED,Fixed Link,88
2026-08-17,NZ DEFENCE FORCE HEADQUARTERS,Maritime,86
2026-08-17,POWERNET LIMITED,Fixed Link,86
2026-08-17,TAUMATA PLANTATIONS LIMITED,Land Mobile,84
2026-08-17,COMMUNICATE LIMITED,Land Mobile,83
2026-08-17,ULTIMATE MOBILE LIMITED,Spectrum Licence,83
2026-08-17,MAINPOWER NEW ZEALAND LTD,Land Mobile,79
2026-08-17,ULTIMATE MOBILE LIMITED,Fixed Link,78
2026-08-17,WIZWIRELESS LIMITED,Fixed Link,76
2026-08-17,MANAWATU-WANGANUI REGIONAL COUNCIL,Land Mobile,74
2026-08-17,Fire and Emergency New Zealand,Fixed Link,73
2026-08-17,PORT OF TAURANGA LIMITED,Land Mobile,70
2026-08-17,ORION NEW ZEALAND LTD,Land Mobile,67
2026-08-17,OMV NEW ZEALAND LIMITED,Land Mobile,66
2026-08-17,MARLBOROUGH LINES LIMITED,Fixed Link,63
2026-08-17,VECTOR LIMITED,Land Mobile,63
2026-08-17,AURORA ENERGY LIMITED,Fixed Link,62
2026-08-17,NORTHPOWER LIMITED,Land Mobile,62
2026-08-17,COUNTIES ENERGY LIMITED,Land Mobile,61
2026-08-17,MINISTRY OF JUSTICE - COURT SECURITY,Paging,60
2026-08-17,AURORA ENERGY LIMITED,Land Mobile,59
2026-08-17,GENESIS ENERGY LIMITED,Fixed Link,59
2026-08-17,SKY NETWORK TELEVISION LIMITED,Satellite & Space,59
2026-08-17,MERIDIAN ENERGY LIMITED,Land Mobile,58
2026-08-17,WELLINGTON WATER LIMITED,Fixed Link,58
2026-08-17,HAMILTON CITY COUNCIL,Land Mobile,51
2026-08-17,MOUNT CAMPBELL CONNECT LIMITED,Fixed Link,51
2026-08-17,NZ DEFENCE FORCE HEADQUARTERS,Radiodetermination,50
2026-08-17,THE LINES CO LTD,Land Mobile,50
2026-08-17,WELLINGTON WATER LIMITED,Land Mobile,49
2026-08-17,NZME RADIO LIMITED,Land Mobile,48
2026-08-17,TOP ENERGY,Fixed Link,48
2026-08-17,Unifone New Zealand Limited,Spectrum Licence,46
2026-08-17,ASHLEY COMMUNICATIONS LIMITED,Fixed Link,45
2026-08-17,ALPINE ENERGY LTD,Land Mobile,44
2026-08-17,NETWORK WAITAKI LTD,Land Mobile,44
2026-08-17,ALPINE ENERGY LTD,Fixed Link,42
2026-08-17,NETWORK WAITAKI LTD,Fixed Link,42
2026-08-17,AIR NEW ZEALAND LIMITED,Aeronautical,40
2026-08-17,KORDIA LIMITED,Broadcasting,40
2026-08-17,NORTHPOWER LIMITED,Fixed Link,40
2026-08-17,ENHANCED SOLUTIONS LIMITED,Spectrum Licence,38
2026-08-17,THE LINES CO LTD,Fixed Link,38
2026-08-17,VECTOR LIMITED,Fixed Link,37
2026-08-17,SURF LIFE SAVING NEW ZEALAND INCORPORATED,Fixed Link,36
2026-08-17,TELEVISION NEW ZEALAND LIMITED,Satellite & Space,36
2026-08-17,GENESIS ENERGY LIMITED,Land Mobile,34
2026-08-17,MAINPOWER NEW ZEALAND LTD,Fixed Link,34
2026-08-17,ENTAIN NEW ZEALAND LIMITED,Outside Broadcast,33
2026-08-17,MINISTRY OF JUSTICE - COURT SECURITY,Land Mobile,32
2026-08-17,POWERNET LIMITED,Land Mobile,32
2026-08-17,COUNTIES ENERGY LIMITED,Fixed Link,31
2026-08-17,MARITIME NEW ZEALAND,Fixed Link,30
2026-08-17,SKY NETWORK TELEVISION LIMITED,Broadcasting,30
2026-08-17,TELEVISION NEW ZEALAND LIMITED,Broadcasting,30
2026-08-17,MERIDIAN ENERGY LIMITED,Fixed Link,29
2026-08-17,ROYAL NEW ZEALAND COASTGUARD INCORPORATED,Fixed Link,29
2026-08-17,TELEVISION NEW ZEALAND LIMITED,Outside Broadcast,27
